-1,-0.94,-0.88,-0.82,-0.76,-0.7,-0.64,-0.58,-0.52,-0.46,-0.4,-0.34,-0.28,-0.22,-0.16,-0.1,-0.04,0.02,0.08,0.14,0.2
0.333399434,0.361074567,0.392626382,0.427664314,0.465736169,0.50634596,0.548970287,0.593073267,0.638120001,0.683588591,0.728980696,0.77383064,0.817713073,0.860249195,0.901111535,0.940027313,0.976780361,1.011211627,1.043218254,1.072751237,1.09981165
0.333399434,0.361074567,0.392626382,0.427664314,0.465736169,0.50634596,0.548970287,0.593073267,0.638120001,0.683588591,0.728980696,0.77383064,0.817713073,0.860249195,0.901111535,0.940027313,0.976780361,1.011211627,1.043218255,1.072751237,1.09981165
0.333399433,0.361074555,0.392626355,0.427664271,0.465736109,0.506345882,0.548970192,0.593073156,0.638119876,0.683588456,0.728980556,0.773830499,0.817712938,0.860249073,0.901111434,0.940027242,0.976780329,1.011211645,1.043218332,1.072751386,1.099811881
0.250095618,0.269207655,0.291648738,0.318033659,0.348804825,0.384203562,0.42425168,0.468748112,0.517282771,0.569266861,0.62397639,0.680603871,0.738312283,0.796285485,0.853770121,0.910105701,0.964741302,1.017239337,1.067268464,1.114588828,1.159033291
0.250095618,0.269207655,0.291648737,0.318033659,0.348804825,0.384203562,0.424251679,0.468748111,0.517282771,0.569266861,0.62397639,0.68060387,0.738312284,0.796285485,0.853770121,0.910105702,0.964741301,1.017239336,1.067268465,1.114588827,1.159033291
0.250095617,0.269207644,0.291648712,0.318033615,0.348804757,0.384203466,0.42425155,0.468747946,0.51728257,0.569266627,0.623976128,0.680603591,0.738312001,0.796285216,0.853769889,0.910105532,0.964741223,1.017239381,1.067268668,1.114589225,1.159033922
0.200116764,0.214467749,0.231210367,0.251075742,0.274889485,0.303483323,0.337589955,0.377735043,0.424146874,0.476704739,0.53493976,0.598088344,0.665183901,0.735162763,0.806959259,0.87957228,0.952097975,1.023734423,1.093771006,1.161575301,1.226586282
0.200116764,0.214467749,0.231210367,0.251075743,0.274889486,0.303483324,0.337589956,0.377735044,0.424146874,0.47670474,0.534939761,0.598088345,0.665183901,0.735162765,0.80695926,0.879572286,0.952097978,1.023734425,1.093771007,1.161575302,1.226586281
0.200116762,0.214467739,0.231210345,0.251075703,0.27488942,0.303483224,0.33758981,0.377734842,0.424146608,0.476704404,0.53493936,0.59808789,0.665183413,0.735162278,0.80695882,0.879571951,0.952097817,1.02373452,1.09377145,1.161576196,1.226587741
0.166798809,0.178261579,0.191502222,0.207089099,0.225803493,0.248630988,0.276694031,0.311121473,0.352873012,0.402563494,0.46034615,0.525897925,0.598506123,0.677208898,0.760924314,0.848524455,0.938852953,1.030716324,1.122885118,1.214123999,1.303248321
0.166798809,0.178261579,0.191502221,0.207089098,0.225803493,0.248630988,0.276694031,0.311121473,0.35287301,0.402563494,0.46034615,0.525897926,0.598506127,0.677208896,0.76092431,0.848524462,0.938852954,1.030716319,1.122885119,1.214124,1.303248316
0.166798806,0.178261569,0.191502201,0.207089063,0.225803433,0.248630892,0.276693881,0.311121249,0.35287269,0.402563059,0.460345592,0.525897251,0.598505361,0.677208092,0.76092355,0.848523859,0.938852653,1.030716503,1.122886011,1.214125866,1.303251464
